Program_Type,Mode,Duration,Hours,Subjects,Projects,Tools,Cost,Faculty_Experience,Faculty_Degree,Industry_Background,Company_Background,College_Tier,CGPA,Skill_Before,Skill_After,Placement,Salary,Skill_Improvement,ROI
Advanced,Hybrid,29,52,8,9,8,304372,9,BTech,0,Top,2,8.73,2,1,0,9,-1,2.956907994165035
FullStack,Online,16,447,3,6,13,189463,5,PhD,1,Startup,4,7.84,2,3,0,6,1,3.166845241551121
FullStack,Hybrid,12,478,13,8,14,370523,17,BTech,1,Startup,3,7.66,2,3,1,8,1,2.1591102306739396
GenAI,Online,11,194,7,8,1,239627,8,BTech,0,Startup,2,8.38,2,3,1,10,1,4.173152441085521
Advanced,Online,9,292,8,6,12,356268,2,MTech,1,Top,3,8.04,2,2,1,20,0,5.613751445540998
FullStack,Offline,13,487,13,9,10,193195,3,MTech,0,Startup,4,8.09,0,3,1,18,3,9.317011309816506
FullStack,Offline,3,454,7,1,3,336241,16,MTech,0,Mid,2,6.43,0,1,0,12,1,3.5688687578254883
DataScience,Offline,32,233,13,2,7,373789,5,BTech,1,Mid,3,8.03,1,2,1,15,1,4.012959182854498
Basic,Offline,20,307,10,9,7,220474,3,PhD,0,Mid,3,5.94,1,3,1,19,2,8.617796202726852
FullStack,Offline,15,141,14,8,6,42354,17,BTech,0,Top,3,5.62,1,2,0,11,1,25.971572932898898
Advanced,Hybrid,34,476,10,9,1,388977,15,MTech,1,Top,4,6.83,0,3,0,17,3,4.370438354967003
GenAI,Online,3,339,13,5,1,80773,5,MTech,1,Startup,4,5.96,0,2,1,7,2,8.666262241095415
DataScience,Offline,12,382,9,8,10,383388,11,BTech,1,Mid,2,5.58,1,1,1,9,0,2.347491314282137
Advanced,Offline,7,169,9,7,9,248331,7,MTech,0,Startup,1,6.04,2,2,1,5,0,2.0134417370364552
DataScience,Online,32,62,5,9,13,361500,19,PhD,0,Top,2,7.58,1,2,1,6,1,1.6597510373443982
Basic,Hybrid,3,449,7,9,8,191443,4,BTech,1,Mid,2,6.55,0,2,1,23,2,12.014019838803193
FullStack,Hybrid,28,94,10,8,1,53045,17,BTech,1,Startup,2,8.98,2,3,1,24,1,45.24460363842021
Advanced,Online,4,462,10,9,2,230022,4,PhD,0,Startup,1,6.65,0,2,1,18,2,7.825338445887785
GenAI,Online,11,169,12,6,5,310523,3,BTech,1,Top,1,8.43,1,2,0,11,1,3.5424107070973805
Basic,Offline,17,334,9,1,6,377317,19,MTech,1,Startup,4,9.57,1,1,1,22,0,5.830641078986635
Basic,Offline,16,267,6,3,12,244834,15,PhD,0,Mid,4,6.98,2,2,1,6,0,2.4506400254866563
DataScience,Online,11,274,10,5,9,295083,11,PhD,1,Mid,2,8.95,2,3,1,6,1,2.033326216691575
Basic,Offline,15,148,12,6,13,245982,16,BTech,0,Top,2,7.5,0,3,1,8,3,3.2522704913367644
Advanced,Hybrid,28,69,7,6,11,215660,5,PhD,0,Startup,4,6.54,2,2,1,13,0,6.028007048131317
DataScience,Offline,24,175,14,7,9,193943,17,MTech,0,Startup,3,6.63,0,2,1,5,2,2.5780770638795936
Basic,Offline,28,258,9,3,10,185606,15,MTech,1,Top,2,6.39,1,1,0,21,0,11.314289408747563
GenAI,Offline,11,96,5,8,7,299583,11,PhD,0,Mid,3,9.75,1,3,1,11,2,3.6717704275609764
Advanced,Online,34,223,7,3,2,235050,7,BTech,1,Mid,3,9.57,0,1,1,22,1,9.359710699851096
GenAI,Online,10,106,13,1,8,301969,1,PhD,0,Mid,3,8.97,1,1,1,12,0,3.9739178524947922
GenAI,Online,9,354,3,6,2,145786,5,PhD,1,Startup,2,5.49,0,1,0,20,1,13.718738424814454
DataScience,Hybrid,11,120,9,3,13,374196,16,PhD,1,Startup,3,6.96,1,3,0,20,2,5.344792568600412
FullStack,Offline,14,297,12,7,9,258428,9,PhD,1,Startup,1,6.9,1,2,1,14,1,5.417369634869286
DataScience,Online,35,397,7,4,2,135394,10,MTech,0,Mid,2,5.84,1,1,1,24,0,17.726043990132503
Advanced,Online,1,342,4,8,1,149020,7,PhD,1,Top,1,9.92,1,3,0,21,2,14.092068178767951
Advanced,Offline,34,333,10,8,8,118759,5,BTech,0,Mid,1,9.04,2,1,1,22,-1,18.52491179615861
DataScience,Offline,3,190,6,1,12,163977,10,MTech,0,Top,3,7.84,2,3,1,11,1,6.708257865432348
FullStack,Hybrid,16,109,4,9,6,100025,10,PhD,1,Top,4,7.61,2,2,0,18,0,17.995501124718817
DataScience,Hybrid,28,435,14,2,2,88307,14,BTech,1,Startup,1,8.87,2,3,0,24,1,27.17791341569751
Advanced,Hybrid,35,316,6,6,7,96685,6,BTech,1,Startup,1,8.02,0,1,0,10,1,10.342866008170864
FullStack,Hybrid,11,260,12,3,6,354653,8,MTech,0,Top,2,6.68,0,2,1,4,2,1.1278630097588347
Advanced,Hybrid,6,114,7,5,11,151250,3,MTech,0,Top,4,5.19,2,1,1,22,-1,14.545454545454547
FullStack,Online,20,452,14,3,14,260847,9,PhD,1,Mid,3,9.31,1,2,1,13,1,4.983764428956438
FullStack,Online,12,412,6,9,10,94953,11,PhD,1,Top,2,6.93,1,3,0,23,2,24.222510083936264
DataScience,Online,33,106,6,1,3,291233,10,BTech,0,Top,1,7.99,0,1,0,8,1,2.7469414523766194
DataScience,Hybrid,20,301,11,1,13,399648,8,MTech,1,Top,2,7.04,0,1,0,16,1,4.003523100328289
DataScience,Offline,1,275,6,9,14,386153,1,BTech,1,Startup,2,5.28,1,2,1,6,1,1.5537882652730912
FullStack,Offline,7,323,11,7,6,82193,3,PhD,0,Startup,2,9.61,1,1,1,6,0,7.299891718272845
FullStack,Offline,27,309,10,8,2,241564,10,PhD,1,Startup,3,7.03,2,2,0,13,0,5.3815965955192
Advanced,Online,1,483,10,1,7,142994,17,BTech,0,Mid,4,5.64,2,3,0,23,1,16.084590961858538
GenAI,Hybrid,17,273,7,7,9,383681,7,BTech,0,Top,4,8.28,2,1,1,19,-1,4.952030462806342
DataScience,Hybrid,3,469,12,7,6,149252,4,MTech,1,Startup,4,5.49,0,2,0,15,2,10.050116581352343
Advanced,Offline,30,200,6,7,5,290599,8,PhD,1,Mid,3,5.06,1,3,1,8,2,2.752934456071769
Advanced,Hybrid,12,225,3,5,6,120303,9,PhD,1,Startup,2,5.82,1,1,1,17,0,14.130985927200484
Basic,Offline,32,308,12,6,7,251361,19,BTech,1,Mid,3,8.21,1,3,0,23,2,9.150186385318328
DataScience,Offline,22,486,6,4,1,247280,5,MTech,1,Mid,1,6.09,2,3,1,19,1,7.683597541248787
Advanced,Online,2,430,13,2,11,263371,12,MTech,1,Top,4,7.68,1,2,0,8,1,3.0375401999460836
Basic,Hybrid,33,266,3,7,8,376874,7,PhD,0,Startup,1,9.51,2,1,1,5,-1,1.3267033544367612
DataScience,Hybrid,34,476,4,5,12,220914,12,BTech,0,Startup,3,6.68,0,3,0,5,3,2.263324189503608
FullStack,Online,6,399,8,4,11,23831,11,PhD,0,Top,4,5.49,2,1,1,18,-1,75.53187025303177
Basic,Offline,22,386,5,7,13,108622,7,PhD,0,Top,1,6.95,1,3,0,16,2,14.729981035149418
FullStack,Hybrid,1,228,11,7,1,56054,6,BTech,1,Mid,2,7.6,2,2,1,18,0,32.111892104042525
GenAI,Online,34,333,3,1,7,37479,3,MTech,0,Startup,1,6.46,1,3,1,3,2,8.004482510205715
GenAI,Online,8,208,13,8,14,324118,3,BTech,0,Top,1,8.1,1,1,0,21,0,6.479121801319272
GenAI,Hybrid,1,338,4,2,14,106650,15,MTech,0,Top,2,9.79,2,3,0,20,1,18.75293014533521
GenAI,Offline,26,262,5,2,1,372360,7,MTech,0,Startup,4,8.28,0,2,0,11,2,2.9541304114297993
Advanced,Offline,31,88,10,4,14,219125,1,MTech,1,Startup,1,5.12,1,1,1,21,0,9.583571021106673
GenAI,Online,14,75,12,4,5,45479,15,PhD,1,Startup,2,6.48,2,2,0,4,0,8.795268145737593
Advanced,Hybrid,26,437,8,9,10,292544,5,BTech,1,Top,2,6.64,1,1,1,9,0,3.076460293152483
Advanced,Online,28,482,5,7,4,348722,4,BTech,1,Mid,2,7.3,1,1,1,10,0,2.8676137438991516
DataScience,Hybrid,20,425,11,1,4,345614,13,PhD,0,Startup,2,6.77,1,1,1,4,0,1.157360523589901
Advanced,Offline,16,446,7,8,6,106827,1,PhD,1,Startup,1,9.03,2,2,1,19,0,17.785765770825726
Advanced,Offline,11,136,10,5,5,277107,11,MTech,0,Mid,1,8.29,1,3,0,7,2,2.5261000263436144
GenAI,Offline,10,444,4,8,14,78787,17,PhD,0,Mid,2,9.98,1,2,0,22,1,27.923388376254966
Advanced,Online,33,352,8,8,1,139996,10,MTech,1,Top,1,5.96,1,1,0,10,0,7.143061230320866
FullStack,Offline,33,408,9,4,2,174264,19,PhD,0,Startup,4,7.47,2,1,1,7,-1,4.016893908093468
GenAI,Offline,27,239,13,3,4,221050,10,BTech,0,Startup,4,9.6,2,1,1,12,-1,5.428636055191133
Basic,Online,32,499,7,6,2,139130,13,PhD,0,Mid,3,9.4,1,2,0,19,1,13.656292675914612
GenAI,Online,8,390,8,5,4,27893,1,BTech,1,Top,3,8.35,0,1,0,14,1,50.19180439536801
Advanced,Hybrid,35,118,13,6,10,58259,5,MTech,0,Startup,3,6.3,2,1,1,11,-1,18.8812029042723
FullStack,Offline,18,331,9,6,14,339767,1,PhD,0,Mid,2,8.58,2,1,1,23,-1,6.769344874575812
GenAI,Online,31,176,10,7,12,157900,8,PhD,1,Startup,2,9.93,2,2,1,8,0,5.06649778340722
FullStack,Offline,23,300,14,6,4,374002,11,MTech,0,Top,3,9.13,1,3,0,22,2,5.882321484911846
Basic,Hybrid,9,390,3,1,14,345978,7,BTech,1,Startup,3,7.11,1,2,1,17,1,4.913607223580691
Basic,Online,4,209,14,8,4,99324,11,MTech,1,Top,1,7.93,2,1,0,19,-1,19.12931416374693
DataScience,Online,26,288,10,3,4,22773,12,BTech,0,Startup,2,8.61,0,3,0,16,3,70.25863961709042
DataScience,Hybrid,3,92,5,4,7,70332,7,PhD,1,Mid,2,7.09,0,2,1,6,2,8.530967411704488
GenAI,Offline,31,221,14,4,7,318202,5,MTech,1,Mid,4,6.7,1,2,1,20,1,6.285315617123714
DataScience,Offline,21,342,11,9,14,181696,3,MTech,1,Top,4,8.86,2,3,1,17,1,9.3562874251497
FullStack,Hybrid,10,465,3,6,13,322316,4,PhD,1,Top,3,9.62,2,3,1,22,1,6.825599722011939
DataScience,Offline,7,335,10,5,12,201747,10,MTech,1,Startup,1,5.74,1,2,1,14,1,6.939384476596926
FullStack,Online,29,103,6,4,4,269238,4,BTech,1,Mid,4,7.2,2,2,0,16,0,5.942697538980382
DataScience,Offline,27,258,9,6,8,168368,6,BTech,0,Mid,2,5.92,0,3,1,9,3,5.34543381165067
DataScience,Hybrid,6,286,14,3,12,276745,19,PhD,1,Top,2,7.21,2,3,1,13,1,4.697465175522592
DataScience,Hybrid,11,188,8,8,14,205965,13,BTech,0,Top,3,7.89,1,1,1,11,0,5.340713227975627
Advanced,Hybrid,4,113,5,8,13,59160,2,PhD,0,Top,2,6.27,2,1,1,7,-1,11.83231913455037
Advanced,Hybrid,17,254,14,2,3,59553,12,MTech,0,Top,1,7.02,1,3,0,3,2,5.037529595486373
DataScience,Online,10,351,5,8,7,363711,11,BTech,1,Startup,4,6.74,2,1,0,13,-1,3.5742663818251303
FullStack,Hybrid,1,79,6,5,5,306863,7,PhD,1,Startup,2,7.01,1,3,1,5,2,1.6293916177577614
GenAI,Offline,16,189,3,1,3,89735,3,MTech,0,Mid,1,7.54,2,3,1,14,1,15.601493285785926
Basic,Hybrid,34,331,6,6,1,124068,11,PhD,0,Mid,4,9.0,2,1,1,4,-1,3.224038430538092
Advanced,Offline,12,209,5,6,11,63153,3,MTech,0,Startup,1,8.45,1,1,1,14,0,22.168384716482194
DataScience,Hybrid,16,162,8,8,11,274029,15,PhD,0,Top,1,6.37,0,1,0,17,1,6.203722963627937
Basic,Online,17,392,10,6,10,34758,14,MTech,0,Mid,3,8.44,2,2,1,19,0,54.663674549743945
Advanced,Hybrid,1,489,11,8,4,342573,1,MTech,0,Startup,1,9.16,1,2,0,24,1,7.005806061773694
GenAI,Online,23,254,4,8,1,311689,8,BTech,0,Top,3,8.2,2,3,1,18,1,5.774987246903163
FullStack,Hybrid,19,346,6,5,10,210621,8,BTech,1,Mid,4,6.52,1,1,1,17,0,8.071369901386852
DataScience,Offline,21,437,5,3,12,210593,10,BTech,0,Startup,3,6.04,0,3,0,4,3,1.8993983655677065
GenAI,Offline,32,363,5,9,9,215242,6,BTech,0,Startup,2,5.53,0,3,0,10,3,4.645933414482303
Advanced,Offline,32,444,9,5,6,64526,10,MTech,0,Startup,4,5.91,0,2,1,23,2,35.64454638440319
DataScience,Offline,4,205,9,9,8,196559,6,PhD,1,Top,3,7.8,2,2,1,24,0,12.210074328827478
Basic,Offline,8,346,7,4,12,228910,10,MTech,1,Top,4,5.23,2,2,1,8,0,3.494823292997248
FullStack,Hybrid,4,157,8,4,4,84633,9,MTech,1,Mid,1,9.17,0,2,0,15,2,17.723582999539186
Advanced,Offline,15,82,5,9,7,333933,2,MTech,0,Startup,2,5.6,2,1,0,22,-1,6.588147921888523
FullStack,Online,34,66,12,5,8,352684,4,BTech,0,Top,2,8.19,0,3,1,5,3,1.4176996971793447
DataScience,Online,30,223,11,4,8,57151,14,BTech,1,Mid,1,7.26,0,3,0,8,3,13.998005284246995
GenAI,Online,31,76,13,2,9,385627,19,MTech,1,Mid,2,8.33,2,2,1,19,0,4.927040897032625
FullStack,Hybrid,21,274,13,4,4,347098,10,PhD,0,Mid,4,6.86,2,1,1,4,-1,1.1524122870198041
Basic,Offline,30,175,3,4,10,28383,14,PhD,1,Startup,1,5.78,1,3,0,11,2,38.75559313673678
Advanced,Online,10,147,7,7,14,54188,11,PhD,1,Startup,3,7.97,0,3,1,19,3,35.06311360448807
Basic,Online,3,176,7,9,7,314156,5,PhD,0,Startup,3,7.47,0,2,1,14,2,4.456384726059665
FullStack,Online,24,483,13,5,6,43190,14,BTech,0,Startup,3,8.28,0,1,1,18,1,41.67631396156518
GenAI,Offline,10,385,8,4,14,330512,18,BTech,1,Mid,2,8.11,1,3,0,10,2,3.025608752480999
GenAI,Hybrid,9,279,4,7,7,23181,1,BTech,1,Top,2,7.42,0,1,1,3,1,12.941633234114146
Basic,Offline,3,192,14,6,11,69073,11,MTech,1,Startup,1,8.6,0,1,0,7,1,10.134205840198051
DataScience,Offline,31,335,4,4,14,290441,16,BTech,1,Top,4,7.41,0,3,0,8,3,2.7544320533258047
DataScience,Offline,28,471,11,3,9,235757,16,BTech,0,Top,2,9.81,2,1,0,15,-1,6.362483404522453
GenAI,Online,34,486,13,4,4,28222,15,MTech,0,Top,4,6.7,2,1,1,5,-1,17.7166749344483
Basic,Offline,13,228,4,8,2,357864,6,BTech,1,Startup,2,8.5,2,3,1,6,1,1.6766145798403862
Basic,Hybrid,2,333,10,2,10,155574,7,PhD,0,Startup,3,9.03,0,1,1,14,1,8.99893298366051
Basic,Offline,17,424,5,5,11,381473,2,PhD,1,Startup,3,8.38,1,3,1,5,2,1.3107087526509085
FullStack,Hybrid,25,369,14,8,8,298083,15,PhD,0,Startup,2,6.78,2,3,0,16,1,5.367632505040542
DataScience,Online,23,267,8,6,13,174091,12,MTech,0,Top,1,8.42,2,3,1,21,1,12.062656886341053
DataScience,Online,10,128,10,6,14,23929,17,MTech,0,Top,4,5.7,2,2,1,11,0,45.96932592252079
FullStack,Hybrid,11,56,14,8,12,264039,17,PhD,0,Top,2,7.81,0,1,0,14,1,5.302247016539224
Advanced,Hybrid,8,239,13,4,5,385334,2,PhD,0,Mid,1,5.1,2,3,1,3,1,0.7785453658384673
FullStack,Hybrid,7,60,8,2,12,355765,17,BTech,1,Mid,1,8.29,2,3,1,23,1,6.464941745253187
Basic,Offline,32,315,8,4,3,305224,3,MTech,1,Top,2,5.03,1,2,1,15,1,4.9144235053599985
FullStack,Online,23,81,10,9,10,154531,9,PhD,1,Startup,3,6.94,2,2,0,11,0,7.118312830435317
Basic,Online,25,80,13,7,4,341891,4,BTech,0,Startup,2,9.99,2,2,0,15,0,4.3873632239514935
GenAI,Online,14,111,14,6,12,113636,16,PhD,0,Top,1,8.72,1,3,1,4,2,3.520011264036045
Basic,Hybrid,32,271,6,1,8,128205,4,BTech,1,Mid,3,5.2,0,3,1,5,3,3.9000039000039
DataScience,Online,15,245,4,4,13,176169,2,PhD,1,Startup,1,8.6,2,2,0,13,0,7.379277852516617
FullStack,Hybrid,31,464,7,7,10,307884,16,PhD,0,Startup,3,9.2,0,3,1,13,3,4.222369463824037
Basic,Online,34,299,10,8,2,99665,14,PhD,0,Startup,1,9.8,0,2,1,18,2,18.06050268399137
Advanced,Offline,18,250,13,2,4,163131,13,MTech,1,Startup,2,5.18,0,1,1,19,1,11.647081180155826
GenAI,Online,34,447,6,8,5,36593,7,BTech,0,Top,4,5.12,0,1,0,17,1,46.456972645041404
Advanced,Hybrid,12,202,5,8,11,62799,1,PhD,0,Mid,3,5.31,0,2,0,18,2,28.662876797401232
Advanced,Offline,28,327,3,1,1,277698,18,PhD,0,Startup,3,8.56,1,3,1,21,2,7.562171855756973
Advanced,Hybrid,18,462,12,7,5,70321,7,BTech,0,Startup,2,7.83,0,1,1,5,1,7.110251560700218
GenAI,Hybrid,35,309,4,3,10,31677,11,PhD,0,Top,1,9.28,0,2,1,8,2,25.254916816617737
GenAI,Hybrid,18,246,5,7,2,130545,11,PhD,1,Startup,3,8.31,1,3,1,14,2,10.7242713240645
GenAI,Offline,27,251,7,7,13,276592,5,BTech,0,Top,3,8.13,1,2,1,7,1,2.5308034939549953
GenAI,Hybrid,24,286,5,9,7,382599,1,MTech,0,Startup,2,7.42,2,2,1,20,0,5.227405194472542
Advanced,Offline,25,76,8,6,2,354124,15,BTech,1,Startup,2,6.99,1,1,1,17,0,4.800578328495103
DataScience,Hybrid,24,161,7,5,11,73669,9,BTech,1,Startup,1,6.23,2,2,0,6,0,8.144538408285712
DataScience,Offline,26,310,11,5,10,76236,8,MTech,0,Top,2,8.47,2,3,1,18,1,23.610892491736188
GenAI,Offline,32,485,4,4,1,135124,18,MTech,1,Startup,4,6.45,0,1,1,9,1,6.660548829223528
FullStack,Online,28,287,10,5,3,184896,2,PhD,0,Mid,3,7.46,2,3,1,18,1,9.735202492211839
Basic,Offline,18,184,7,2,6,183473,18,MTech,1,Mid,4,8.51,1,1,0,10,0,5.450393245872689
FullStack,Online,20,490,13,3,5,124669,18,BTech,1,Startup,1,6.86,1,2,0,21,1,16.84460451274976
FullStack,Offline,34,127,13,2,1,325549,1,BTech,0,Top,2,6.94,0,3,1,9,3,2.7645607880841285
FullStack,Online,17,74,10,9,9,387320,2,PhD,1,Startup,2,6.63,0,3,0,18,3,4.647320045440463
DataScience,Online,17,136,13,8,6,272590,19,BTech,0,Startup,3,6.08,0,2,1,24,2,8.804431563887157
Basic,Online,6,294,11,4,12,339280,11,BTech,0,Startup,2,5.55,0,3,0,9,3,2.6526762556000945
FullStack,Hybrid,25,156,14,1,7,209944,10,MTech,1,Mid,3,8.59,1,2,1,15,1,7.144762412833899
GenAI,Online,5,175,5,6,10,259608,12,BTech,1,Top,4,8.48,0,1,0,18,1,6.933530553757973
DataScience,Offline,12,374,3,1,14,128548,7,BTech,1,Mid,1,5.68,1,1,0,17,0,13.224632044061362
GenAI,Offline,21,294,9,8,12,358266,18,BTech,0,Top,1,8.13,1,2,0,22,1,6.140688761981321
GenAI,Hybrid,22,498,4,5,3,337435,6,PhD,1,Startup,1,5.57,1,2,0,20,1,5.927067435209744
FullStack,Online,23,56,14,9,1,84425,14,PhD,1,Top,4,7.88,0,2,0,20,2,23.68966538347646
GenAI,Offline,30,165,14,5,11,366409,11,MTech,1,Startup,4,6.79,0,2,1,14,2,3.820866845519624
Basic,Offline,7,390,14,7,9,283390,19,MTech,0,Startup,2,7.65,0,3,1,18,3,6.351670842302128
GenAI,Online,15,404,6,8,4,290662,19,BTech,0,Mid,4,9.82,0,3,1,19,3,6.536802196365538
FullStack,Offline,1,289,7,5,11,363142,5,MTech,0,Startup,1,5.61,0,1,1,11,1,3.0291180860379687
GenAI,Offline,15,178,10,8,8,362987,15,BTech,1,Startup,3,9.23,2,1,1,17,-1,4.683363316041621
DataScience,Hybrid,7,389,11,5,12,195609,4,BTech,0,Startup,4,8.44,2,1,0,17,-1,8.690806660225245
DataScience,Hybrid,30,227,14,1,1,255648,10,BTech,0,Mid,3,7.88,0,3,1,7,3,2.7381399424208284
DataScience,Hybrid,15,459,5,5,10,191311,18,MTech,1,Startup,3,5.13,0,1,1,18,1,9.40876374071538
Advanced,Online,4,465,11,3,2,242808,4,PhD,1,Top,4,8.8,0,2,0,17,2,7.001416757273236
DataScience,Hybrid,31,79,5,3,12,90907,5,BTech,0,Startup,3,8.5,1,3,1,21,2,23.10053131222018
DataScience,Hybrid,4,407,4,4,3,328536,19,PhD,0,Startup,2,9.46,0,3,1,8,3,2.435045170087905
Advanced,Online,9,416,6,2,3,201400,16,MTech,1,Mid,3,8.87,0,2,0,11,2,5.461767626613705
DataScience,Offline,18,149,4,7,3,83175,16,MTech,0,Startup,4,8.14,2,3,1,22,1,26.450255485422304
FullStack,Offline,7,298,5,4,11,269661,16,BTech,0,Mid,4,7.25,1,3,1,9,2,3.337523779856931
DataScience,Online,19,354,5,4,7,115663,6,MTech,1,Top,2,7.51,0,2,0,19,2,16.427033710002334
DataScience,Hybrid,15,387,14,7,11,144036,16,PhD,1,Mid,4,9.37,0,2,1,7,2,4.859896137076841
Advanced,Offline,7,430,3,5,8,341648,12,PhD,1,Startup,3,9.81,2,1,1,16,-1,4.683182690956774
FullStack,Offline,18,362,14,5,5,275754,16,PhD,0,Startup,4,6.72,1,3,0,3,2,1.0879261950869252
GenAI,Offline,16,366,4,1,10,336658,13,MTech,1,Startup,4,7.31,0,1,0,16,1,4.7525975916211705
Basic,Hybrid,7,152,9,1,4,222651,14,BTech,0,Startup,4,6.19,0,3,1,21,3,9.43180133931579
FullStack,Hybrid,29,158,3,9,6,78823,4,BTech,1,Mid,2,9.38,2,2,0,9,0,11.417987135734494
GenAI,Online,33,250,13,9,12,317394,7,MTech,0,Startup,4,6.15,1,3,1,7,2,2.2054607207445636
FullStack,Offline,21,227,11,3,4,362567,19,BTech,0,Top,1,6.3,2,3,1,19,1,5.240410737877413
GenAI,Online,32,372,10,9,1,186129,4,PhD,0,Startup,1,9.97,0,3,0,24,3,12.894282997276083
GenAI,Online,6,356,14,4,5,393747,17,MTech,1,Startup,1,8.7,0,3,1,5,3,1.2698509448960882
FullStack,Online,32,75,8,8,1,187822,19,MTech,0,Top,3,9.55,0,2,1,7,2,3.7269329471520907
Advanced,Online,24,238,6,5,3,349439,15,MTech,1,Mid,4,5.46,2,3,1,11,1,3.1479027813151936
FullStack,Online,14,125,13,7,12,240308,18,BTech,0,Top,4,7.75,1,2,0,4,1,1.664530519167069
FullStack,Hybrid,25,81,6,5,1,356111,15,BTech,0,Startup,3,5.86,1,2,1,8,1,2.2464905605274756
GenAI,Offline,16,282,10,3,11,367552,12,PhD,0,Top,2,9.18,0,3,0,13,3,3.536914504614313
Basic,Hybrid,18,383,6,8,10,382899,16,PhD,1,Startup,3,8.26,0,1,1,23,1,6.006805972332129
GenAI,Offline,5,356,12,6,7,371342,8,BTech,0,Top,3,8.47,0,2,0,4,2,1.0771741413575626
DataScience,Online,27,104,8,2,2,398353,13,BTech,1,Top,3,7.21,0,1,0,4,1,1.004134523902167
FullStack,Offline,2,302,7,7,11,338343,4,PhD,0,Startup,4,8.45,1,1,1,18,0,5.320045043048031
FullStack,Hybrid,9,127,6,8,3,254049,9,PhD,1,Startup,3,9.37,1,3,1,11,2,4.329873370885144
Advanced,Hybrid,20,133,5,4,5,71829,12,BTech,0,Startup,1,6.07,0,1,0,20,1,27.843907057038244
GenAI,Online,5,274,11,5,9,29279,15,MTech,1,Top,2,7.85,1,2,0,17,1,58.062092284572564
Advanced,Hybrid,21,171,14,4,1,374608,17,PhD,1,Top,3,8.28,0,3,1,9,3,2.402511425276556
FullStack,Offline,1,92,3,1,11,99497,9,PhD,0,Startup,1,5.44,0,3,1,14,3,14.070776003296581
GenAI,Offline,3,281,11,9,6,112051,19,MTech,0,Mid,2,7.73,2,1,1,14,-1,12.494310626411188
GenAI,Offline,21,381,5,4,11,114102,4,BTech,1,Startup,1,7.31,0,1,1,6,1,5.258452963138245
DataScience,Hybrid,23,239,3,7,5,373031,13,MTech,0,Startup,2,7.08,0,2,1,16,2,4.289187761875018
DataScience,Hybrid,11,171,14,4,6,50090,12,MTech,0,Startup,3,7.92,1,3,0,20,2,39.92812936713915
Basic,Online,27,174,11,4,8,268763,8,MTech,1,Startup,3,9.36,1,3,1,20,2,7.4415005041616595
DataScience,Hybrid,35,220,12,5,13,43346,14,MTech,1,Mid,3,7.43,0,3,1,21,3,48.44737692059244
GenAI,Hybrid,3,89,5,4,3,253979,11,PhD,1,Top,1,6.8,1,1,0,15,0,5.906000102370668
DataScience,Online,18,463,13,6,10,372167,12,PhD,0,Mid,1,6.69,2,2,0,7,0,1.8808760583286535
Basic,Online,34,334,7,2,2,123678,2,PhD,0,Startup,1,8.78,0,1,1,10,1,8.085512378919452
FullStack,Offline,19,252,12,1,4,58355,15,MTech,1,Startup,3,9.86,2,3,1,15,1,25.704738240082253
DataScience,Online,23,104,9,2,7,138648,4,PhD,0,Mid,2,7.76,0,1,1,3,1,2.163752812878657
GenAI,Offline,21,372,12,1,3,74128,10,PhD,1,Startup,3,9.23,1,2,0,18,1,24.28232246924239
FullStack,Offline,10,364,3,6,12,62713,18,BTech,0,Top,3,9.58,0,2,1,6,2,9.567394320156906
GenAI,Online,16,227,12,9,7,141138,17,BTech,1,Mid,3,5.44,0,1,0,21,1,14.879054542362793
FullStack,Hybrid,18,314,14,5,1,188198,5,PhD,0,Mid,1,8.05,0,1,1,24,1,12.752526594331503
GenAI,Online,13,91,6,8,11,204447,15,BTech,0,Mid,2,6.72,2,2,1,18,0,8.804237773114792
DataScience,Hybrid,21,65,13,9,13,304494,7,PhD,0,Mid,4,7.63,0,3,1,9,3,2.955723265483064
DataScience,Online,16,230,11,2,8,265797,12,BTech,0,Top,2,9.92,1,1,1,10,0,3.762269702065862
Basic,Offline,7,298,3,9,10,85324,16,BTech,0,Startup,3,7.79,0,3,0,6,3,7.032019127092026
FullStack,Offline,1,326,11,1,9,110155,6,BTech,0,Top,1,6.19,0,1,1,20,1,18.156234396986065
Basic,Hybrid,33,359,8,8,4,170428,16,BTech,1,Startup,1,7.29,0,3,1,18,3,10.56164480015021
Advanced,Offline,4,223,10,3,2,106146,7,PhD,1,Startup,2,5.91,1,2,1,5,1,4.7104930944171235
DataScience,Hybrid,5,266,14,2,2,201994,3,BTech,0,Startup,1,5.03,0,3,1,19,3,9.406219986732278
FullStack,Online,18,426,13,1,6,109527,14,BTech,0,Startup,3,9.72,2,1,0,11,-1,10.043185698503565
Basic,Hybrid,19,141,6,7,6,385121,3,MTech,1,Top,3,6.75,1,2,1,15,1,3.894879791026716
Basic,Online,23,385,13,2,2,168225,13,BTech,1,Top,4,5.44,2,3,1,20,1,11.888839352058255
Advanced,Offline,33,105,7,8,12,48322,10,BTech,1,Startup,2,9.53,0,3,1,11,3,22.763958445428585
Basic,Offline,12,54,4,1,13,302610,5,MTech,0,Top,1,6.08,2,1,1,13,-1,4.295958494431777
GenAI,Online,17,404,6,7,10,204233,8,MTech,1,Mid,1,8.22,1,1,1,3,0,1.4689105090754186
